DEB [20220215-10:36:08.428] thr=1   paramiko.transport: starting thread (client mode): 0x435e4048
DEB [20220215-11:03:57.399] thr=7   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:03:57.400] thr=7   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:03:57.400] thr=7   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:03:57.400] thr=7   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:03:57.400] thr=7   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:03:57.400] thr=7   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:03:57.400] thr=7   paramiko.transport: client compress: zlib, none
DEB [20220215-11:03:57.400] thr=7   paramiko.transport: server compress: zlib, none
DEB [20220215-11:03:57.400] thr=7   paramiko.transport: client lang: <none>
DEB [20220215-11:03:57.400] thr=7   paramiko.transport: server lang: <none>
DEB [20220215-11:03:57.400] thr=7   paramiko.transport: kex follows: False
DEB [20220215-11:03:57.400] thr=7   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:03:57.401] thr=7   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:03:57.401] thr=7   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:03:57.401] thr=7   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:03:57.401] thr=7   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:03:57.401] thr=7   paramiko.transport: Compression: none
DEB [20220215-11:03:57.401] thr=7   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:03:57.442] thr=7   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:03:57.443] thr=7   paramiko.transport: Switch to new keys ...
DEB [20220215-11:03:57.443] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-11:03:57.444] thr=7   paramiko.transport: userauth is OK
DEB [20220215-11:03:57.444] thr=7   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20220215-11:03:57.444] thr=7   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-11:03:57.444] thr=7   paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-11:03:57.444] thr=7   paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-11:03:57.447] thr=7   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-11:03:57.447] thr=7   paramiko.transport: Allowed methods: ['']
DEB [20220215-11:04:02.819] thr=8   paramiko.transport: starting thread (client mode): 0x31118240
DEB [20220215-11:04:02.819] thr=8   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:04:02.823] thr=8   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:04:02.823] thr=8   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:04:02.824] thr=8   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:04:02.825] thr=8   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:04:02.825] thr=8   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:04:02.825] thr=8   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:04:02.825] thr=8   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:04:02.825] thr=8   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:04:02.825] thr=8   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:04:02.825] thr=8   paramiko.transport: client compress: zlib, none
DEB [20220215-11:04:02.825] thr=8   paramiko.transport: server compress: zlib, none
DEB [20220215-11:04:02.825] thr=8   paramiko.transport: client lang: <none>
DEB [20220215-11:04:02.825] thr=8   paramiko.transport: server lang: <none>
DEB [20220215-11:04:02.825] thr=8   paramiko.transport: kex follows: False
DEB [20220215-11:04:02.826] thr=8   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:04:02.826] thr=8   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:04:02.826] thr=8   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:04:02.826] thr=8   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:04:02.826] thr=8   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:04:02.826] thr=8   paramiko.transport: Compression: none
DEB [20220215-11:04:02.826] thr=8   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:04:02.866] thr=8   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:04:02.866] thr=8   paramiko.transport: Switch to new keys ...
DEB [20220215-11:04:02.867] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:04:02.867] thr=8   paramiko.transport: userauth is OK
INF [20220215-11:04:02.867] thr=8   paramiko.transport: Authentication (password) failed.
DEB [20220215-11:04:09.767] thr=9   paramiko.transport: starting thread (client mode): 0x311530b8
DEB [20220215-11:04:09.767] thr=9   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:04:09.772] thr=9   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:04:09.772] thr=9   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:04:09.773] thr=9   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:04:09.773] thr=9   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:04:09.773] thr=9   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:04:09.774] thr=9   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:04:09.774] thr=9   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:04:09.774] thr=9   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:04:09.774] thr=9   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:04:09.774] thr=9   paramiko.transport: client compress: zlib, none
DEB [20220215-11:04:09.774] thr=9   paramiko.transport: server compress: zlib, none
DEB [20220215-11:04:09.774] thr=9   paramiko.transport: client lang: <none>
DEB [20220215-11:04:09.774] thr=9   paramiko.transport: server lang: <none>
DEB [20220215-11:04:09.774] thr=9   paramiko.transport: kex follows: False
DEB [20220215-11:04:09.774] thr=9   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:04:09.774] thr=9   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:04:09.775] thr=9   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:04:09.775] thr=9   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:04:09.775] thr=9   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:04:09.775] thr=9   paramiko.transport: Compression: none
DEB [20220215-11:04:09.775] thr=9   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:04:09.815] thr=9   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:04:09.816] thr=9   paramiko.transport: Switch to new keys ...
DEB [20220215-11:04:09.816] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-11:04:09.817] thr=9   paramiko.transport: userauth is OK
DEB [20220215-11:04:09.817] thr=9   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20220215-11:04:09.817] thr=9   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-11:04:09.817] thr=9   paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-11:04:09.817] thr=9   paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-11:04:09.819] thr=9   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-11:04:09.819] thr=9   paramiko.transport: Allowed methods: ['']
DEB [20220215-11:05:59.338] thr=10  paramiko.transport: starting thread (client mode): 0x31148978
DEB [20220215-11:05:59.339] thr=10  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:05:59.343] thr=10  paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:05:59.343] thr=10  paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:05:59.344] thr=10  paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:05:59.344] thr=10  paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:05:59.344] thr=10  paramiko.transport: server key: ssh-rsa
DEB [20220215-11:05:59.345] thr=10  paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:05:59.345] thr=10  paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:05:59.345] thr=10  paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:05:59.345] thr=10  paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:05:59.345] thr=10  paramiko.transport: client compress: zlib, none
DEB [20220215-11:05:59.345] thr=10  paramiko.transport: server compress: zlib, none
DEB [20220215-11:05:59.345] thr=10  paramiko.transport: client lang: <none>
DEB [20220215-11:05:59.345] thr=10  paramiko.transport: server lang: <none>
DEB [20220215-11:05:59.345] thr=10  paramiko.transport: kex follows: False
DEB [20220215-11:05:59.345] thr=10  paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:05:59.346] thr=10  paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:05:59.346] thr=10  paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:05:59.346] thr=10  paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:05:59.346] thr=10  paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:05:59.346] thr=10  paramiko.transport: Compression: none
DEB [20220215-11:05:59.346] thr=10  paramiko.transport: === End of kex handshake ===
DEB [20220215-11:05:59.387] thr=10  paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:05:59.387] thr=10  paramiko.transport: Switch to new keys ...
DEB [20220215-11:05:59.388] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-11:05:59.388] thr=10  paramiko.transport: userauth is OK
DEB [20220215-11:05:59.388] thr=10  paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20220215-11:05:59.389] thr=10  paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-11:05:59.389] thr=10  paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-11:05:59.389] thr=10  paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-11:05:59.390] thr=10  paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-11:05:59.390] thr=10  paramiko.transport: Allowed methods: ['']
DEB [20220215-11:06:04.185] thr=11  paramiko.transport: starting thread (client mode): 0x3115aa58
DEB [20220215-11:06:04.186] thr=11  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:06:04.192] thr=11  paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:06:04.192] thr=11  paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:06:04.193] thr=11  paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:06:04.194] thr=11  paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:06:04.194] thr=11  paramiko.transport: server key: ssh-rsa
DEB [20220215-11:06:04.194] thr=11  paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:06:04.194] thr=11  paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:06:04.194] thr=11  paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:06:04.194] thr=11  paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:06:04.194] thr=11  paramiko.transport: client compress: zlib, none
DEB [20220215-11:06:04.194] thr=11  paramiko.transport: server compress: zlib, none
DEB [20220215-11:06:04.194] thr=11  paramiko.transport: client lang: <none>
DEB [20220215-11:06:04.195] thr=11  paramiko.transport: server lang: <none>
DEB [20220215-11:06:04.195] thr=11  paramiko.transport: kex follows: False
DEB [20220215-11:06:04.195] thr=11  paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:06:04.195] thr=11  paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:06:04.195] thr=11  paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:06:04.195] thr=11  paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:06:04.195] thr=11  paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:06:04.195] thr=11  paramiko.transport: Compression: none
DEB [20220215-11:06:04.196] thr=11  paramiko.transport: === End of kex handshake ===
DEB [20220215-11:06:04.236] thr=11  paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:06:04.236] thr=11  paramiko.transport: Switch to new keys ...
DEB [20220215-11:06:04.237] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:06:04.238] thr=11  paramiko.transport: userauth is OK
INF [20220215-11:06:04.238] thr=11  paramiko.transport: Authentication (password) failed.
DEB [20220215-11:06:06.029] thr=12  paramiko.transport: starting thread (client mode): 0x3115a780
DEB [20220215-11:06:06.029] thr=12  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:06:06.033] thr=12  paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:06:06.034] thr=12  paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:06:06.034] thr=12  paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:06:06.035] thr=12  paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:06:06.035] thr=12  paramiko.transport: server key: ssh-rsa
DEB [20220215-11:06:06.035] thr=12  paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:06:06.035] thr=12  paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:06:06.035] thr=12  paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:06:06.035] thr=12  paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:06:06.035] thr=12  paramiko.transport: client compress: zlib, none
DEB [20220215-11:06:06.035] thr=12  paramiko.transport: server compress: zlib, none
DEB [20220215-11:06:06.036] thr=12  paramiko.transport: client lang: <none>
DEB [20220215-11:06:06.036] thr=12  paramiko.transport: server lang: <none>
DEB [20220215-11:06:06.036] thr=12  paramiko.transport: kex follows: False
DEB [20220215-11:06:06.036] thr=12  paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:06:06.036] thr=12  paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:06:06.036] thr=12  paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:06:06.036] thr=12  paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:06:06.036] thr=12  paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:06:06.036] thr=12  paramiko.transport: Compression: none
DEB [20220215-11:06:06.036] thr=12  paramiko.transport: === End of kex handshake ===
DEB [20220215-11:06:06.077] thr=12  paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:06:06.078] thr=12  paramiko.transport: Switch to new keys ...
DEB [20220215-11:06:06.078] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:06:06.079] thr=12  paramiko.transport: userauth is OK
INF [20220215-11:06:06.080] thr=12  paramiko.transport: Authentication (password) failed.
DEB [20220215-11:06:06.836] thr=13  paramiko.transport: starting thread (client mode): 0x30ffd588
DEB [20220215-11:06:06.836] thr=13  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:06:06.841] thr=13  paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:06:06.841] thr=13  paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:06:06.842] thr=13  paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:06:06.842] thr=13  paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:06:06.842] thr=13  paramiko.transport: server key: ssh-rsa
DEB [20220215-11:06:06.842] thr=13  paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:06:06.842] thr=13  paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:06:06.842] thr=13  paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:06:06.842] thr=13  paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:06:06.842] thr=13  paramiko.transport: client compress: zlib, none
DEB [20220215-11:06:06.843] thr=13  paramiko.transport: server compress: zlib, none
DEB [20220215-11:06:06.843] thr=13  paramiko.transport: client lang: <none>
DEB [20220215-11:06:06.843] thr=13  paramiko.transport: server lang: <none>
DEB [20220215-11:06:06.843] thr=13  paramiko.transport: kex follows: False
DEB [20220215-11:06:06.843] thr=13  paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:06:06.843] thr=13  paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:06:06.843] thr=13  paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:06:06.843] thr=13  paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:06:06.843] thr=13  paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:06:06.843] thr=13  paramiko.transport: Compression: none
DEB [20220215-11:06:06.844] thr=13  paramiko.transport: === End of kex handshake ===
DEB [20220215-11:06:06.884] thr=13  paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:06:06.884] thr=13  paramiko.transport: Switch to new keys ...
DEB [20220215-11:06:06.884] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:06:06.885] thr=13  paramiko.transport: userauth is OK
INF [20220215-11:06:06.886] thr=13  paramiko.transport: Authentication (password) failed.
DEB [20220215-11:07:52.022] thr=14  paramiko.transport: starting thread (client mode): 0x321690f0
DEB [20220215-11:07:52.023] thr=14  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:07:52.026] thr=14  paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:07:52.027] thr=14  paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:07:52.027] thr=14  paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:07:52.028] thr=14  paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:07:52.028] thr=14  paramiko.transport: server key: ssh-rsa
DEB [20220215-11:07:52.028] thr=14  paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:07:52.028] thr=14  paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:07:52.028] thr=14  paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:07:52.028] thr=14  paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:07:52.028] thr=14  paramiko.transport: client compress: zlib, none
DEB [20220215-11:07:52.028] thr=14  paramiko.transport: server compress: zlib, none
DEB [20220215-11:07:52.028] thr=14  paramiko.transport: client lang: <none>
DEB [20220215-11:07:52.029] thr=14  paramiko.transport: server lang: <none>
DEB [20220215-11:07:52.029] thr=14  paramiko.transport: kex follows: False
DEB [20220215-11:07:52.029] thr=14  paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:07:52.029] thr=14  paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:07:52.029] thr=14  paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:07:52.029] thr=14  paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:07:52.029] thr=14  paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:07:52.029] thr=14  paramiko.transport: Compression: none
DEB [20220215-11:07:52.029] thr=14  paramiko.transport: === End of kex handshake ===
DEB [20220215-11:07:52.069] thr=14  paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:07:52.070] thr=14  paramiko.transport: Switch to new keys ...
DEB [20220215-11:07:52.070] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:07:52.071] thr=14  paramiko.transport: userauth is OK
INF [20220215-11:07:52.071] thr=14  paramiko.transport: Authentication (password) failed.
DEB [20220215-11:07:55.625] thr=15  paramiko.transport: starting thread (client mode): 0x31169160
DEB [20220215-11:07:55.626] thr=15  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:07:55.630] thr=15  paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:07:55.631] thr=15  paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:07:55.632] thr=15  paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:07:55.632] thr=15  paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:07:55.632] thr=15  paramiko.transport: server key: ssh-rsa
DEB [20220215-11:07:55.632] thr=15  paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:07:55.632] thr=15  paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:07:55.632] thr=15  paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:07:55.632] thr=15  paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:07:55.632] thr=15  paramiko.transport: client compress: zlib, none
DEB [20220215-11:07:55.632] thr=15  paramiko.transport: server compress: zlib, none
DEB [20220215-11:07:55.633] thr=15  paramiko.transport: client lang: <none>
DEB [20220215-11:07:55.633] thr=15  paramiko.transport: server lang: <none>
DEB [20220215-11:07:55.633] thr=15  paramiko.transport: kex follows: False
DEB [20220215-11:07:55.633] thr=15  paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:07:55.633] thr=15  paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:07:55.633] thr=15  paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:07:55.633] thr=15  paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:07:55.633] thr=15  paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:07:55.633] thr=15  paramiko.transport: Compression: none
DEB [20220215-11:07:55.634] thr=15  paramiko.transport: === End of kex handshake ===
DEB [20220215-11:07:55.674] thr=15  paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:07:55.675] thr=15  paramiko.transport: Switch to new keys ...
DEB [20220215-11:07:55.675] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-11:07:55.676] thr=15  paramiko.transport: userauth is OK
DEB [20220215-11:07:55.676] thr=15  paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
